sentence1,sentence2,sentence2_masked,label,subjects,objects,ids,people,places
"Chad has visited Eduardo, Kent didn't visit Tiffin",Chad has visited Eduardo or Julian didn't visit Max,Chad has visited Eduardo [MASK] Julian didn't visit Max,or,"Chad, Kent, Julian","Eduardo, Tiffin, Max",0,"Chad, Kent, Eduardo, Julian",Tiffin
"Jimmy didn't visit Andrew, Harry has visited Bardstown",Joel has visited Neil or Jimmy didn't visit Andrew,Joel has visited Neil [MASK] Jimmy didn't visit Andrew,or,"Jimmy, Harry, Joel","Andrew, Bardstown, Neil",0,"Jimmy, Harry, Andrew, Joel",Bardstown
"Danny didn't visit Nebraska, Mark didn't visit San Leandro",Mark didn't visit San Leandro and Danny didn't visit Nebraska,Mark didn't visit San Leandro [MASK] Danny didn't visit Nebraska,and,"Danny, Mark","Nebraska, San Leandro","0, 1","Danny, Mark","San Leandro, Nebraska"
"Jared didn't visit Somersworth, Richard didn't visit Angel",Alvin has visited Sam or Jared didn't visit Somersworth,Alvin has visited Sam [MASK] Jared didn't visit Somersworth,or,"Jared, Richard, Alvin","Somersworth, Angel, Sam",0,"Jared, Richard, Angel, Alvin",Somersworth
"Marvin didn't visit Jacob, Donald has visited Fayetteville",Clifford has visited Levittown or Marvin didn't visit Jacob,Clifford has visited Levittown [MASK] Marvin didn't visit Jacob,or,"Marvin, Donald, Clifford","Jacob, Fayetteville, Levittown",0,"Marvin, Donald, Jacob, Clifford","Fayetteville, Levittown"
"Mike has visited Wallace, Nicholas didn't visit Easton",Mike has visited Wallace and Nicholas didn't visit Easton,Mike has visited Wallace [MASK] Nicholas didn't visit Easton,and,"Mike, Nicholas","Wallace, Easton","0, 1","Mike, Nicholas, Wallace",Easton
"Scott didn't visit Douglas, John has visited Ruben",Rick has visited Perry or John has visited Ruben,Rick has visited Perry [MASK] John has visited Ruben,or,"Scott, John, Rick","Douglas, Ruben, Perry",1,"Scott, John, Ruben, Rick",Douglas
"Brett has visited Sallisaw, Glen has visited Ramon",Brett has visited Sallisaw or Dustin didn't visit Derrick,Brett has visited Sallisaw [MASK] Dustin didn't visit Derrick,or,"Brett, Glen, Dustin","Sallisaw, Ramon, Derrick",0,"Brett, Glen, Ramon, Dustin",Sallisaw
"Duane didn't visit Armando, Henry didn't visit Idaho",Charlie didn't visit Gene or Duane didn't visit Armando,Charlie didn't visit Gene [MASK] Duane didn't visit Armando,or,"Duane, Henry, Charlie","Armando, Idaho, Gene",0,"Duane, Henry, Armando, Charlie",Idaho
"Joseph has visited Harry, Fernando has visited Columbus",Fernando has visited Columbus and Joseph has visited Harry,Fernando has visited Columbus [MASK] Joseph has visited Harry,and,"Joseph, Fernando","Harry, Columbus","0, 1","Joseph, Fernando, Harry",Columbus
"Cecil has visited Kalispell, Freddie has visited Guilford",Freddie has visited Guilford and Cecil has visited Kalispell,Freddie has visited Guilford [MASK] Cecil has visited Kalispell,and,"Cecil, Freddie","Kalispell, Guilford","0, 1","Cecil, Freddie","Kalispell, Guilford"
"Bryan didn't visit Elko, Alex has visited Dave",Alex has visited Dave and Bryan didn't visit Elko,Alex has visited Dave [MASK] Bryan didn't visit Elko,and,"Bryan, Alex","Elko, Dave","0, 1","Bryan, Alex, Dave",Elko
"Steven didn't visit Rick, Willard didn't visit Columbus",Willard didn't visit Columbus and Steven didn't visit Rick,Willard didn't visit Columbus [MASK] Steven didn't visit Rick,and,"Steven, Willard","Rick, Columbus","0, 1","Steven, Willard, Rick",Columbus
"Ramon didn't visit Alvin, Claude has visited Beckley",Claude has visited Beckley or Chester didn't visit Gabriel,Claude has visited Beckley [MASK] Chester didn't visit Gabriel,or,"Ramon, Claude, Chester","Alvin, Beckley, Gabriel",1,"Ramon, Claude, Alvin, Chester",Beckley
"Dave has visited Chester, Howard has visited Ryan",Chad didn't visit Travis or Howard has visited Ryan,Chad didn't visit Travis [MASK] Howard has visited Ryan,or,"Dave, Howard, Chad","Chester, Ryan, Travis",1,"Dave, Howard, Chester, Ryan, Chad",
"Julian didn't visit Kingman, Dennis has visited Angel",Dennis has visited Angel or Marion didn't visit Beverly,Dennis has visited Angel [MASK] Marion didn't visit Beverly,or,"Julian, Dennis, Marion","Kingman, Angel, Beverly",1,"Julian, Dennis, Angel, Marion","Beverly, Kingman"
"Kelly didn't visit John, Tyrone didn't visit Arnold",Tyrone didn't visit Arnold and Kelly didn't visit John,Tyrone didn't visit Arnold [MASK] Kelly didn't visit John,and,"Kelly, Tyrone","John, Arnold","0, 1","Kelly, Tyrone, Arnold, John",
"Patrick has visited Eastport, Marvin has visited Gary",Derek has visited Brandon or Marvin has visited Gary,Derek has visited Brandon [MASK] Marvin has visited Gary,or,"Patrick, Marvin, Derek","Eastport, Gary, Brandon",1,"Patrick, Marvin, Gary, Derek",Eastport
"Allen didn't visit Van Buren, Ted didn't visit Salvador",Allen didn't visit Van Buren and Ted didn't visit Salvador,Allen didn't visit Van Buren [MASK] Ted didn't visit Salvador,and,"Allen, Ted","Van Buren, Salvador","0, 1","Allen, Ted, Salvador",Van Buren
"Gordon didn't visit Greg, Carl has visited Hyannis",Gordon didn't visit Greg and Carl has visited Hyannis,Gordon didn't visit Greg [MASK] Carl has visited Hyannis,and,"Gordon, Carl","Greg, Hyannis","0, 1","Gordon, Carl, Greg",Hyannis
"Ralph has visited Haverhill, Jose has visited Zion",Jose has visited Zion and Ralph has visited Haverhill,Jose has visited Zion [MASK] Ralph has visited Haverhill,and,"Ralph, Jose","Haverhill, Zion","0, 1","Ralph, Jose","Haverhill, Zion"
"Stephen didn't visit Frank, Antonio has visited La Junta",Antonio has visited La Junta or Armando has visited Everett,Antonio has visited La Junta [MASK] Armando has visited Everett,or,"Stephen, Antonio, Armando","Frank, La Junta, Everett",1,"Stephen, Antonio, Frank, Armando",La Junta
"Alberto didn't visit Charlie, Timothy didn't visit Toccoa",Alfredo has visited Karl or Timothy didn't visit Toccoa,Alfredo has visited Karl [MASK] Timothy didn't visit Toccoa,or,"Alberto, Timothy, Alfredo","Charlie, Toccoa, Karl",1,"Alberto, Timothy, Charlie, Alfredo",Toccoa
"Dwayne didn't visit Virginia City, Vernon has visited Travis",Dwayne didn't visit Virginia City and Vernon has visited Travis,Dwayne didn't visit Virginia City [MASK] Vernon has visited Travis,and,"Dwayne, Vernon","Virginia City, Travis","0, 1","Dwayne, Vernon, Travis",Virginia City
"Manuel has visited Julio, Alfred has visited Florida",Alfred has visited Florida and Manuel has visited Julio,Alfred has visited Florida [MASK] Manuel has visited Julio,and,"Manuel, Alfred","Julio, Florida","0, 1","Manuel, Alfred, Julio",Florida
"Rodney has visited Alexandria, Allan has visited Ricardo",Rodney has visited Alexandria and Allan has visited Ricardo,Rodney has visited Alexandria [MASK] Allan has visited Ricardo,and,"Rodney, Allan","Alexandria, Ricardo","0, 1","Rodney, Allan, Ricardo",Alexandria
"Willard didn't visit Rapid City, Russell didn't visit Bradley",Russell didn't visit Bradley or Gerald has visited Trenton,Russell didn't visit Bradley [MASK] Gerald has visited Trenton,or,"Willard, Russell, Gerald","Rapid City, Bradley, Trenton",1,"Willard, Russell, Bradley, Gerald","Rapid City, Trenton"
"Gene has visited James, Aaron has visited South Dakota",Gene has visited James and Aaron has visited South Dakota,Gene has visited James [MASK] Aaron has visited South Dakota,and,"Gene, Aaron","James, South Dakota","0, 1","Gene, Aaron, James",South Dakota
"Richard didn't visit Randy, Franklin has visited Lee",Franklin has visited Lee and Richard didn't visit Randy,Franklin has visited Lee [MASK] Richard didn't visit Randy,and,"Richard, Franklin","Randy, Lee","0, 1","Richard, Franklin, Randy, Lee",
"David didn't visit Las Cruces, Daniel didn't visit Tyler",Ryan has visited Vernal or Daniel didn't visit Tyler,Ryan has visited Vernal [MASK] Daniel didn't visit Tyler,or,"David, Daniel, Ryan","Las Cruces, Tyler, Vernal",1,"David, Daniel, Tyler, Ryan","Las Cruces, Vernal"
"Bobby has visited Sheffield, Kenneth has visited Lonnie",Kenneth has visited Lonnie and Bobby has visited Sheffield,Kenneth has visited Lonnie [MASK] Bobby has visited Sheffield,and,"Bobby, Kenneth","Sheffield, Lonnie","0, 1","Bobby, Kenneth, Lonnie",Sheffield
"Andy has visited Moscow, Barry has visited Baraboo",Andy has visited Moscow and Barry has visited Baraboo,Andy has visited Moscow [MASK] Barry has visited Baraboo,and,"Andy, Barry","Moscow, Baraboo","0, 1","Andy, Barry","Baraboo, Moscow"
"Casey has visited Leroy, Dwayne didn't visit Avondale",Casey has visited Leroy and Dwayne didn't visit Avondale,Casey has visited Leroy [MASK] Dwayne didn't visit Avondale,and,"Casey, Dwayne","Leroy, Avondale","0, 1","Casey, Dwayne, Leroy",Avondale
"Richard didn't visit Norwalk, Theodore has visited Ray",Richard didn't visit Norwalk or Ben didn't visit Sean,Richard didn't visit Norwalk [MASK] Ben didn't visit Sean,or,"Richard, Theodore, Ben","Norwalk, Ray, Sean",0,"Richard, Theodore, Ray, Ben",Norwalk
"Darren didn't visit Samuel, Aaron didn't visit Carl",Aaron didn't visit Carl and Darren didn't visit Samuel,Aaron didn't visit Carl [MASK] Darren didn't visit Samuel,and,"Darren, Aaron","Samuel, Carl","0, 1","Darren, Aaron, Samuel, Carl",
"Wayne has visited Fort Smith, Joshua didn't visit Mentor",Joshua didn't visit Mentor and Wayne has visited Fort Smith,Joshua didn't visit Mentor [MASK] Wayne has visited Fort Smith,and,"Wayne, Joshua","Fort Smith, Mentor","0, 1","Wayne, Joshua","Mentor, Fort Smith"
"Edwin has visited Milan, Ronald didn't visit Bernard",Francisco didn't visit Traverse City or Ronald didn't visit Bernard,Francisco didn't visit Traverse City [MASK] Ronald didn't visit Bernard,or,"Edwin, Ronald, Francisco","Milan, Bernard, Traverse City",1,"Edwin, Ronald, Bernard, Francisco","Traverse City, Milan"
"Adrian didn't visit Antonio, Clifton didn't visit Greg",Clifton didn't visit Greg and Adrian didn't visit Antonio,Clifton didn't visit Greg [MASK] Adrian didn't visit Antonio,and,"Adrian, Clifton","Antonio, Greg","0, 1","Adrian, Clifton, Antonio, Greg",
"Terry has visited Jonathan, Troy didn't visit Neenah",Troy didn't visit Neenah and Terry has visited Jonathan,Troy didn't visit Neenah [MASK] Terry has visited Jonathan,and,"Terry, Troy","Jonathan, Neenah","0, 1","Terry, Troy, Jonathan",Neenah
"Dean has visited Miguel, Hector didn't visit Highland Park",Hector didn't visit Highland Park and Dean has visited Miguel,Hector didn't visit Highland Park [MASK] Dean has visited Miguel,and,"Dean, Hector","Miguel, Highland Park","0, 1","Dean, Hector, Miguel",Highland Park
"Ryan didn't visit Lewistown, Tim didn't visit Daytona Beach",Eduardo has visited Phillip or Ryan didn't visit Lewistown,Eduardo has visited Phillip [MASK] Ryan didn't visit Lewistown,or,"Ryan, Tim, Eduardo","Lewistown, Daytona Beach, Phillip",0,"Ryan, Tim, Eduardo","Daytona Beach, Lewistown"
"Ramon has visited Lakeview, Lonnie has visited Oil City",Shane didn't visit La Crosse or Lonnie has visited Oil City,Shane didn't visit La Crosse [MASK] Lonnie has visited Oil City,or,"Ramon, Lonnie, Shane","Lakeview, Oil City, La Crosse",1,"Ramon, Lonnie, Shane","Lakeview, Oil City, La Crosse"
"George has visited Berkeley, Jacob has visited Lloyd",George has visited Berkeley and Jacob has visited Lloyd,George has visited Berkeley [MASK] Jacob has visited Lloyd,and,"George, Jacob","Berkeley, Lloyd","0, 1","George, Jacob, Lloyd",Berkeley
"Max didn't visit Frederick, Dwayne has visited Okmulgee",Max didn't visit Frederick and Dwayne has visited Okmulgee,Max didn't visit Frederick [MASK] Dwayne has visited Okmulgee,and,"Max, Dwayne","Frederick, Okmulgee","0, 1","Max, Dwayne, Frederick",Okmulgee
"Todd has visited Johnnie, Gerald has visited Sheffield",Todd has visited Johnnie and Gerald has visited Sheffield,Todd has visited Johnnie [MASK] Gerald has visited Sheffield,and,"Todd, Gerald","Johnnie, Sheffield","0, 1","Todd, Gerald, Johnnie",Sheffield
"Kelly has visited Cohoes, Perry didn't visit Alvin",Perry didn't visit Alvin or Jessie didn't visit Greenville,Perry didn't visit Alvin [MASK] Jessie didn't visit Greenville,or,"Kelly, Perry, Jessie","Cohoes, Alvin, Greenville",1,"Kelly, Perry, Alvin, Jessie","Cohoes, Greenville"
"Rene has visited Peru, Arnold has visited Jamestown",Arnold has visited Jamestown and Rene has visited Peru,Arnold has visited Jamestown [MASK] Rene has visited Peru,and,"Rene, Arnold","Peru, Jamestown","0, 1","Rene, Arnold","Jamestown, Peru"
"Duane has visited Pullman, Ronald has visited Henry",Ronald has visited Henry and Duane has visited Pullman,Ronald has visited Henry [MASK] Duane has visited Pullman,and,"Duane, Ronald","Pullman, Henry","0, 1","Duane, Ronald, Henry",Pullman
"Darrell didn't visit Missoula, Harold didn't visit Brea",Darrell didn't visit Missoula and Harold didn't visit Brea,Darrell didn't visit Missoula [MASK] Harold didn't visit Brea,and,"Darrell, Harold","Missoula, Brea","0, 1","Darrell, Harold","Missoula, Brea"
"Bill has visited Albert, Joel has visited Bloomfield",Bill has visited Albert and Joel has visited Bloomfield,Bill has visited Albert [MASK] Joel has visited Bloomfield,and,"Bill, Joel","Albert, Bloomfield","0, 1","Bill, Joel, Albert",Bloomfield
"Gary has visited Camden, Salvador didn't visit Keith",Sean didn't visit Corona or Salvador didn't visit Keith,Sean didn't visit Corona [MASK] Salvador didn't visit Keith,or,"Gary, Salvador, Sean","Camden, Keith, Corona",1,"Gary, Salvador, Keith, Sean","Camden, Corona"
"Louis has visited Martin, Edward has visited Middletown",Edward has visited Middletown or Stanley has visited Fort Morgan,Edward has visited Middletown [MASK] Stanley has visited Fort Morgan,or,"Louis, Edward, Stanley","Martin, Middletown, Fort Morgan",1,"Louis, Edward, Martin, Stanley","Fort Morgan, Middletown"
"Gary has visited Bernard, Todd has visited Nicholas",Todd has visited Nicholas and Gary has visited Bernard,Todd has visited Nicholas [MASK] Gary has visited Bernard,and,"Gary, Todd","Bernard, Nicholas","0, 1","Gary, Todd, Nicholas, Bernard",
"Gregory didn't visit Julio, Billy didn't visit Isaac",Gregory didn't visit Julio and Billy didn't visit Isaac,Gregory didn't visit Julio [MASK] Billy didn't visit Isaac,and,"Gregory, Billy","Julio, Isaac","0, 1","Gregory, Billy, Julio, Isaac",
"Tim didn't visit Vernon, Nathaniel has visited Glen",Tim didn't visit Vernon and Nathaniel has visited Glen,Tim didn't visit Vernon [MASK] Nathaniel has visited Glen,and,"Tim, Nathaniel","Vernon, Glen","0, 1","Tim, Nathaniel, Vernon, Glen",
"Nicholas has visited Jose, Keith has visited Cody",Nicholas has visited Jose and Keith has visited Cody,Nicholas has visited Jose [MASK] Keith has visited Cody,and,"Nicholas, Keith","Jose, Cody","0, 1","Nicholas, Keith, Jose, Cody",
"Wesley has visited Ruben, Jimmy has visited Beaufort",Antonio has visited Waimea or Wesley has visited Ruben,Antonio has visited Waimea [MASK] Wesley has visited Ruben,or,"Wesley, Jimmy, Antonio","Ruben, Beaufort, Waimea",0,"Wesley, Jimmy, Ruben, Antonio","Beaufort, Waimea"
"Justin has visited Garden City, Julio has visited Santa Claus",Bernard didn't visit Puyallup or Justin has visited Garden City,Bernard didn't visit Puyallup [MASK] Justin has visited Garden City,or,"Justin, Julio, Bernard","Garden City, Santa Claus, Puyallup",0,"Justin, Julio, Bernard","Puyallup, Santa Claus, Garden City"
"Isaac has visited Tombstone, Arnold didn't visit Armando",Isaac has visited Tombstone and Arnold didn't visit Armando,Isaac has visited Tombstone [MASK] Arnold didn't visit Armando,and,"Isaac, Arnold","Tombstone, Armando","0, 1","Isaac, Arnold, Armando",Tombstone
"Tony has visited Marshall, Joseph didn't visit Homestead",Marion has visited Edwin or Joseph didn't visit Homestead,Marion has visited Edwin [MASK] Joseph didn't visit Homestead,or,"Tony, Joseph, Marion","Marshall, Homestead, Edwin",1,"Tony, Joseph, Marshall, Marion",Homestead
"Wesley has visited Mystic, Joel has visited Elmer",Wesley has visited Mystic or Terrance has visited San Gabriel,Wesley has visited Mystic [MASK] Terrance has visited San Gabriel,or,"Wesley, Joel, Terrance","Mystic, Elmer, San Gabriel",0,"Wesley, Joel, Elmer, Terrance","Mystic, San Gabriel"
"Freddie has visited Nathan, Ernest has visited Pontiac",Freddie has visited Nathan and Ernest has visited Pontiac,Freddie has visited Nathan [MASK] Ernest has visited Pontiac,and,"Freddie, Ernest","Nathan, Pontiac","0, 1","Freddie, Ernest, Nathan",Pontiac
"Max didn't visit Wallace, Kevin didn't visit Charlie",Max didn't visit Wallace or Randy has visited Beloit,Max didn't visit Wallace [MASK] Randy has visited Beloit,or,"Max, Kevin, Randy","Wallace, Charlie, Beloit",0,"Max, Kevin, Wallace, Charlie, Randy",Beloit
"Tim didn't visit Chelmsford, Lewis has visited Taos",Tim didn't visit Chelmsford or Ruben has visited Chanute,Tim didn't visit Chelmsford [MASK] Ruben has visited Chanute,or,"Tim, Lewis, Ruben","Chelmsford, Taos, Chanute",0,"Tim, Lewis, Ruben","Chanute, Chelmsford, Taos"
"Leslie didn't visit Washington, Edwin has visited Ricardo",Glen has visited Russell or Edwin has visited Ricardo,Glen has visited Russell [MASK] Edwin has visited Ricardo,or,"Leslie, Edwin, Glen","Washington, Ricardo, Russell",1,"Leslie, Edwin, Ricardo, Glen",Washington
"Frederick has visited Sean, Adrian has visited Sapulpa",Adrian has visited Sapulpa and Frederick has visited Sean,Adrian has visited Sapulpa [MASK] Frederick has visited Sean,and,"Frederick, Adrian","Sean, Sapulpa","0, 1","Frederick, Adrian, Sean",Sapulpa
"Angel didn't visit Patrick, Joshua didn't visit Hudson",Darryl has visited Ambridge or Joshua didn't visit Hudson,Darryl has visited Ambridge [MASK] Joshua didn't visit Hudson,or,"Angel, Joshua, Darryl","Patrick, Hudson, Ambridge",1,"Angel, Joshua, Patrick, Darryl","Hudson, Ambridge"
"Virgil didn't visit Chester, Arthur has visited Tamaqua",Jerry has visited Devils Lake or Virgil didn't visit Chester,Jerry has visited Devils Lake [MASK] Virgil didn't visit Chester,or,"Virgil, Arthur, Jerry","Chester, Tamaqua, Devils Lake",0,"Virgil, Arthur, Chester, Jerry","Devils Lake, Tamaqua"
"Jessie has visited Norman, Edward has visited Thomas",Edward has visited Thomas and Jessie has visited Norman,Edward has visited Thomas [MASK] Jessie has visited Norman,and,"Jessie, Edward","Norman, Thomas","0, 1","Jessie, Edward, Thomas",Norman
"Bernard didn't visit Lebanon, Jerry has visited Kent",Bernard didn't visit Lebanon or Jeffery didn't visit Andrew,Bernard didn't visit Lebanon [MASK] Jeffery didn't visit Andrew,or,"Bernard, Jerry, Jeffery","Lebanon, Kent, Andrew",0,"Bernard, Jerry, Kent, Jeffery",Lebanon
"Edwin has visited Yuba City, Marc didn't visit Harry",Guy didn't visit Jeffery or Edwin has visited Yuba City,Guy didn't visit Jeffery [MASK] Edwin has visited Yuba City,or,"Edwin, Marc, Guy","Yuba City, Harry, Jeffery",0,"Edwin, Marc, Harry, Guy",Yuba City
"Andy didn't visit Bisbee, Duane has visited Edward",Duane has visited Edward or Mike has visited Neosho,Duane has visited Edward [MASK] Mike has visited Neosho,or,"Andy, Duane, Mike","Bisbee, Edward, Neosho",1,"Andy, Duane, Edward, Mike","Neosho, Bisbee"
"Wade has visited Harold, Billy didn't visit Billings",Billy didn't visit Billings or Clinton didn't visit Gary,Billy didn't visit Billings [MASK] Clinton didn't visit Gary,or,"Wade, Billy, Clinton","Harold, Billings, Gary",1,"Wade, Billy, Harold, Clinton",Billings
"Lester has visited Eureka, Manuel didn't visit Franklin",Manuel didn't visit Franklin and Lester has visited Eureka,Manuel didn't visit Franklin [MASK] Lester has visited Eureka,and,"Lester, Manuel","Eureka, Franklin","0, 1","Lester, Manuel, Franklin",Eureka
"Jeffrey has visited Boise, Corey has visited California",Jeffrey has visited Boise or Bryan didn't visit Red Bluff,Jeffrey has visited Boise [MASK] Bryan didn't visit Red Bluff,or,"Jeffrey, Corey, Bryan","Boise, California, Red Bluff",0,"Jeffrey, Corey, Bryan","Red Bluff, California, Boise"
"Terry has visited Falmouth, Brandon has visited Rafael",Terry has visited Falmouth or Ronnie didn't visit Oneida,Terry has visited Falmouth [MASK] Ronnie didn't visit Oneida,or,"Terry, Brandon, Ronnie","Falmouth, Rafael, Oneida",0,"Terry, Brandon, Rafael, Ronnie","Oneida, Falmouth"
"Rodney has visited Cleveland Heights, Willie didn't visit West Lafayette",Willie didn't visit West Lafayette and Rodney has visited Cleveland Heights,Willie didn't visit West Lafayette [MASK] Rodney has visited Cleveland Heights,and,"Rodney, Willie","Cleveland Heights, West Lafayette","0, 1","Rodney, Willie","West Lafayette, Cleveland Heights"
"Danny didn't visit Mike, Thomas has visited Jesus",Danny didn't visit Mike or Troy didn't visit Kankakee,Danny didn't visit Mike [MASK] Troy didn't visit Kankakee,or,"Danny, Thomas, Troy","Mike, Jesus, Kankakee",0,"Danny, Thomas, Jesus, Mike, Troy",Kankakee
"Antonio didn't visit Indiana, Henry didn't visit Andrew",Clayton has visited Ruben or Henry didn't visit Andrew,Clayton has visited Ruben [MASK] Henry didn't visit Andrew,or,"Antonio, Henry, Clayton","Indiana, Andrew, Ruben",1,"Antonio, Henry, Andrew, Clayton",Indiana
"Alex has visited Justin, Sean has visited Pine Bluff",Alex has visited Justin and Sean has visited Pine Bluff,Alex has visited Justin [MASK] Sean has visited Pine Bluff,and,"Alex, Sean","Justin, Pine Bluff","0, 1","Alex, Sean, Justin",Pine Bluff
"Rene has visited Jeremy, Julio didn't visit Raymond",Rene has visited Jeremy and Julio didn't visit Raymond,Rene has visited Jeremy [MASK] Julio didn't visit Raymond,and,"Rene, Julio","Jeremy, Raymond","0, 1","Rene, Julio, Jeremy, Raymond",
"Lance didn't visit Forest Hills, Tim didn't visit Duane",Tim didn't visit Duane or Kenneth didn't visit Armando,Tim didn't visit Duane [MASK] Kenneth didn't visit Armando,or,"Lance, Tim, Kenneth","Forest Hills, Duane, Armando",1,"Lance, Tim, Duane, Kenneth",Forest Hills
"Bobby didn't visit Oregon City, Phillip didn't visit Ambridge",Bobby didn't visit Oregon City and Phillip didn't visit Ambridge,Bobby didn't visit Oregon City [MASK] Phillip didn't visit Ambridge,and,"Bobby, Phillip","Oregon City, Ambridge","0, 1","Bobby, Phillip","Oregon City, Ambridge"
"Leo has visited Franklin, Marshall didn't visit Micheal",Marshall didn't visit Micheal and Leo has visited Franklin,Marshall didn't visit Micheal [MASK] Leo has visited Franklin,and,"Leo, Marshall","Franklin, Micheal","0, 1","Leo, Marshall, Micheal, Franklin",
"Stephen has visited Wisconsin, Justin has visited East Point",Gabriel has visited Donald or Stephen has visited Wisconsin,Gabriel has visited Donald [MASK] Stephen has visited Wisconsin,or,"Stephen, Justin, Gabriel","Wisconsin, East Point, Donald",0,"Stephen, Justin, Gabriel","East Point, Wisconsin"
"Glenn didn't visit Oregon, Nicholas has visited Cambridge",Nicholas has visited Cambridge or Andy has visited Albert,Nicholas has visited Cambridge [MASK] Andy has visited Albert,or,"Glenn, Nicholas, Andy","Oregon, Cambridge, Albert",1,"Glenn, Nicholas, Andy","Oregon, Cambridge"
"Justin didn't visit Rutland, Clyde has visited Kent",Justin didn't visit Rutland and Clyde has visited Kent,Justin didn't visit Rutland [MASK] Clyde has visited Kent,and,"Justin, Clyde","Rutland, Kent","0, 1","Justin, Clyde","Kent, Rutland"
"Jacob has visited Hayward, Everett has visited Calais",Jacob has visited Hayward and Everett has visited Calais,Jacob has visited Hayward [MASK] Everett has visited Calais,and,"Jacob, Everett","Hayward, Calais","0, 1","Jacob, Everett","Calais, Hayward"
"Stephen didn't visit Jeffery, Curtis didn't visit Iowa City",Curtis didn't visit Iowa City and Stephen didn't visit Jeffery,Curtis didn't visit Iowa City [MASK] Stephen didn't visit Jeffery,and,"Stephen, Curtis","Jeffery, Iowa City","0, 1","Stephen, Curtis, Jeffery",Iowa City
"Dustin didn't visit Cranford, Dan has visited Joel",Dan has visited Joel and Dustin didn't visit Cranford,Dan has visited Joel [MASK] Dustin didn't visit Cranford,and,"Dustin, Dan","Cranford, Joel","0, 1","Dustin, Dan, Joel",Cranford
"Brett has visited Harold, Bruce didn't visit Lumberton",Roy didn't visit Danville or Brett has visited Harold,Roy didn't visit Danville [MASK] Brett has visited Harold,or,"Brett, Bruce, Roy","Harold, Lumberton, Danville",0,"Brett, Bruce, Harold, Roy","Lumberton, Danville"
"Walter has visited DeKalb, Jay didn't visit Kenneth",Walter has visited DeKalb and Jay didn't visit Kenneth,Walter has visited DeKalb [MASK] Jay didn't visit Kenneth,and,"Walter, Jay","DeKalb, Kenneth","0, 1","Walter, Jay, Kenneth",DeKalb
"Micheal has visited Farmington, David didn't visit Everett",Carlos didn't visit Marysville or David didn't visit Everett,Carlos didn't visit Marysville [MASK] David didn't visit Everett,or,"Micheal, David, Carlos","Farmington, Everett, Marysville",1,"Micheal, David, Everett, Carlos","Marysville, Farmington"
"Benjamin didn't visit Joe, Sean has visited Guy",Benjamin didn't visit Joe or Freddie has visited Virginia,Benjamin didn't visit Joe [MASK] Freddie has visited Virginia,or,"Benjamin, Sean, Freddie","Joe, Guy, Virginia",0,"Benjamin, Sean, Guy, Joe, Freddie",Virginia
"Ian didn't visit Las Vegas, Ronnie didn't visit Nathan",Ian didn't visit Las Vegas and Ronnie didn't visit Nathan,Ian didn't visit Las Vegas [MASK] Ronnie didn't visit Nathan,and,"Ian, Ronnie","Las Vegas, Nathan","0, 1","Ian, Ronnie, Nathan",Las Vegas
"Sean didn't visit Isaac, Mario has visited Winnetka",Sean didn't visit Isaac and Mario has visited Winnetka,Sean didn't visit Isaac [MASK] Mario has visited Winnetka,and,"Sean, Mario","Isaac, Winnetka","0, 1","Sean, Mario, Isaac",Winnetka
"Tyrone didn't visit Ben, Leslie didn't visit Kyle",Tyrone didn't visit Ben and Leslie didn't visit Kyle,Tyrone didn't visit Ben [MASK] Leslie didn't visit Kyle,and,"Tyrone, Leslie","Ben, Kyle","0, 1","Tyrone, Leslie, Kyle, Ben",
"Salvador has visited Westerly, Keith didn't visit Herbert",Keith didn't visit Herbert or Theodore has visited Saint Paul,Keith didn't visit Herbert [MASK] Theodore has visited Saint Paul,or,"Salvador, Keith, Theodore","Westerly, Herbert, Saint Paul",1,"Salvador, Keith, Herbert, Theodore","Westerly, Saint Paul"
"Philip didn't visit East Liverpool, Ted has visited Floyd",Philip didn't visit East Liverpool or Gary has visited Kennebunkport,Philip didn't visit East Liverpool [MASK] Gary has visited Kennebunkport,or,"Philip, Ted, Gary","East Liverpool, Floyd, Kennebunkport",0,"Philip, Ted, Floyd, Gary","Kennebunkport, East Liverpool"
"Ben didn't visit Lima, Tony didn't visit Henderson",Tony didn't visit Henderson and Ben didn't visit Lima,Tony didn't visit Henderson [MASK] Ben didn't visit Lima,and,"Ben, Tony","Lima, Henderson","0, 1","Ben, Tony","Henderson, Lima"
"Eugene has visited Joshua, Tyler didn't visit Darrell",Tyler didn't visit Darrell and Eugene has visited Joshua,Tyler didn't visit Darrell [MASK] Eugene has visited Joshua,and,"Eugene, Tyler","Joshua, Darrell","0, 1","Eugene, Tyler, Joshua, Darrell",
"Harvey has visited Chester, Sean has visited Saint Johnsbury",Sean has visited Saint Johnsbury and Harvey has visited Chester,Sean has visited Saint Johnsbury [MASK] Harvey has visited Chester,and,"Harvey, Sean","Chester, Saint Johnsbury","0, 1","Harvey, Sean, Chester",Saint Johnsbury
"Peter didn't visit Lake Geneva, Brad has visited Kent",Peter didn't visit Lake Geneva or Lee has visited Rene,Peter didn't visit Lake Geneva [MASK] Lee has visited Rene,or,"Peter, Brad, Lee","Lake Geneva, Kent, Rene",0,"Peter, Brad, Kent, Lee",Lake Geneva
