sentence1,sentence2,sentence2_masked,label,subjects,objects,ids,people,places
"everyone has visited Melvin, Dale didn't visit John.",someone didn't visit John,[MASK] didn't visit John,someone,Dale,"Melvin, John",1,"Dale, Melvin, John",
"Jordan has visited Memphis, everyone didn't visit Sergio.",someone has visited Memphis,[MASK] has visited Memphis,someone,Jordan,"Memphis, Sergio",0,"Jordan, Sergio",Memphis
"Jose has visited Orem, Sergio didn't visit Martin.",someone has visited Orem,[MASK] has visited Orem,someone,"Jose, Sergio","Orem, Martin",0,"Jose, Sergio, Martin",Orem
"Brandon has visited Towson, everyon has visited Jorge.",it's false that someone didn't visit Jorge,it's false that [MASK] didn't visit Jorge,someone,"Brandon, everyon","Towson, Jorge",1,"Brandon, everyon, Jorge",Towson
"Walter didn't visit Samuel, Joe has visited Lockport.",it's false that everyone has visited Samuel,it's false that [MASK] has visited Samuel,everyone,"Walter, Joe","Samuel, Lockport",0,"Walter, Joe, Samuel",Lockport
"Rafael didn't visit Warren, everyone has visited Torrington.",it's false that someone didn't visit Torrington,it's false that [MASK] didn't visit Torrington,someone,Rafael,"Warren, Torrington",1,"Rafael, Warren",Torrington
"Tony has visited Cincinnati, Danny has visited Gilbert.",someone has visited Cincinnati,[MASK] has visited Cincinnati,someone,"Tony, Danny","Cincinnati, Gilbert",0,"Tony, Danny, Gilbert",Cincinnati
"Carlos didn't visit Compton, someone has visited Erik.",it's false that everyone has visited Compton,it's false that [MASK] has visited Compton,everyone,Carlos,"Compton, Erik",0,"Carlos, Erik",Compton
"Anthony didn't visit Rene, everyone has visited Victorville.",someone didn't visit Rene,[MASK] didn't visit Rene,someone,Anthony,"Rene, Victorville",0,"Anthony, Rene",Victorville
"someone has visited Donald, Russell didn't visit Chris.",it's false that everyone has visited Chris,it's false that [MASK] has visited Chris,everyone,Russell,"Donald, Chris",1,"Russell, Chris, Donald",
"Rafael has visited Lee, Erik didn't visit Chesapeake.",it's false that everyone has visited Chesapeake,it's false that [MASK] has visited Chesapeake,everyone,"Rafael, Erik","Lee, Chesapeake",1,"Rafael, Erik, Lee",Chesapeake
"Wayne didn't visit New Castle, Cody didn't visit Enrique.",it's false that everyone has visited New Castle,it's false that [MASK] has visited New Castle,everyone,"Wayne, Cody","New Castle, Enrique",0,"Wayne, Cody, Enrique",New Castle
"Darrell has visited Barry, Guy didn't visit Marion.",someone didn't visit Marion,[MASK] didn't visit Marion,someone,"Darrell, Guy","Barry, Marion",1,"Darrell, Guy, Barry",Marion
"Fernando has visited Grinnell, Albert didn't visit Mark.",it's false that everyone has visited Mark,it's false that [MASK] has visited Mark,everyone,"Fernando, Albert","Grinnell, Mark",1,"Fernando, Albert, Mark",Grinnell
"Kevin didn't visit Orono, everyone has visited Augusta.",it's false that someone didn't visit Augusta,it's false that [MASK] didn't visit Augusta,someone,Kevin,"Orono, Augusta",1,Kevin,"Augusta, Orono"
"Kirk has visited Gerald, Morris didn't visit New Brunswick.",it's false that everyone has visited New Brunswick,it's false that [MASK] has visited New Brunswick,everyone,"Kirk, Morris","Gerald, New Brunswick",1,"Kirk, Morris, Gerald",New Brunswick
"Matthew didn't visit Rodney, Alvin has visited Put-in-Bay.",it's false that everyone has visited Rodney,it's false that [MASK] has visited Rodney,everyone,"Matthew, Alvin","Rodney, Put-in-Bay",0,"Matthew, Alvin, Rodney",Put-in-Bay
"Wallace didn't visit Saratoga Springs, Warren didn't visit Framingham.",someone didn't visit Saratoga Springs,[MASK] didn't visit Saratoga Springs,someone,"Wallace, Warren","Saratoga Springs, Framingham",0,"Wallace, Warren","Framingham, Saratoga Springs"
"Javier didn't visit Boys Town, Frederick didn't visit Chapel Hill.",it's false that everyone has visited Boys Town,it's false that [MASK] has visited Boys Town,everyone,"Javier, Frederick","Boys Town, Chapel Hill",0,"Javier, Frederick","Boys Town, Chapel Hill"
"Jonathan didn't visit Adam, someone didn't visit Sherman.",it's false that everyone has visited Adam,it's false that [MASK] has visited Adam,everyone,Jonathan,"Adam, Sherman",0,"Jonathan, Adam",Sherman
"Frederic didn't visit Ramon, someone has visited Rantoul.",it's false that everyone has visited Ramon,it's false that [MASK] has visited Ramon,everyone,Frederic,"Ramon, Rantoul",0,"Frederic, Ramon",Rantoul
"Isaac didn't visit Malibu, everyone has visited Casey.",it's false that everyone has visited Malibu,it's false that [MASK] has visited Malibu,everyone,Isaac,"Malibu, Casey",0,"Isaac, Casey",Malibu
"Brandon didn't visit Keith, Dwayne has visited Corpus Christi.",someone didn't visit Keith,[MASK] didn't visit Keith,someone,"Brandon, Dwayne","Keith, Corpus Christi",0,"Brandon, Dwayne, Keith",Corpus Christi
"someone has visited Jorge, Kyle didn't visit Tim.",it's false that everyone has visited Tim,it's false that [MASK] has visited Tim,everyone,Kyle,"Jorge, Tim",1,"Kyle, Jorge, Tim",
"everyone didn't visit Sylacauga, Wesley has visited Eduardo.",someone has visited Eduardo,[MASK] has visited Eduardo,someone,Wesley,"Sylacauga, Eduardo",1,"Wesley, Eduardo",Sylacauga
"Jeff has visited Sudbury, everyone has visited Javier.",someone has visited Sudbury,[MASK] has visited Sudbury,someone,Jeff,"Sudbury, Javier",0,"Jeff, Javier",Sudbury
"Carl has visited Seneca Falls, everyone has visited West Des Moines.",it's false that someone didn't visit West Des Moines,it's false that [MASK] didn't visit West Des Moines,someone,Carl,"Seneca Falls, West Des Moines",1,Carl,"Seneca Falls, West Des Moines"
"Phillip didn't visit Terrence, everyone has visited Woodbridge.",it's false that someone didn't visit Woodbridge,it's false that [MASK] didn't visit Woodbridge,someone,Phillip,"Terrence, Woodbridge",1,"Phillip, Terrence",Woodbridge
"Edwin didn't visit Carlsbad, Bryan didn't visit Hillsborough.",it's false that everyone has visited Hillsborough,it's false that [MASK] has visited Hillsborough,everyone,"Edwin, Bryan","Carlsbad, Hillsborough",1,"Edwin, Bryan","Hillsborough, Carlsbad"
"Marshall has visited Woburn, everyone has visited Minden.",it's false that someone didn't visit Minden,it's false that [MASK] didn't visit Minden,someone,Marshall,"Woburn, Minden",1,Marshall,"Woburn, Minden"
"Alfredo didn't visit Moundsville, someone has visited Brunswick.",it's false that everyone has visited Moundsville,it's false that [MASK] has visited Moundsville,everyone,Alfredo,"Moundsville, Brunswick",0,Alfredo,"Brunswick, Moundsville"
"Wesley didn't visit Steven, someone didn't visit Anderson.",it's false that everyone has visited Steven,it's false that [MASK] has visited Steven,everyone,Wesley,"Steven, Anderson",0,"Wesley, Steven",Anderson
"Andrew didn't visit Beaumont, Eugene has visited Robert.",it's false that everyone has visited Beaumont,it's false that [MASK] has visited Beaumont,everyone,"Andrew, Eugene","Beaumont, Robert",0,"Andrew, Eugene, Robert",Beaumont
"Wayne didn't visit Morgantown, Marc has visited Alexander.",it's false that everyone has visited Morgantown,it's false that [MASK] has visited Morgantown,everyone,"Wayne, Marc","Morgantown, Alexander",0,"Wayne, Marc, Alexander",Morgantown
"Juan didn't visit Antonio, someone didn't visit Milford.",it's false that everyone has visited Antonio,it's false that [MASK] has visited Antonio,everyone,Juan,"Antonio, Milford",0,"Juan, Antonio",Milford
"everyone has visited Salem, Joel didn't visit Madison.",it's false that someone didn't visit Salem,it's false that [MASK] didn't visit Salem,someone,Joel,"Salem, Madison",0,Joel,"Madison, Salem"
"Maurice didn't visit Monticello, someone didn't visit Roland.",it's false that everyone has visited Monticello,it's false that [MASK] has visited Monticello,everyone,Maurice,"Monticello, Roland",0,"Maurice, Roland",Monticello
"everyone has visited Alfredo, Hugh has visited Plymouth.",it's false that someone didn't visit Alfredo,it's false that [MASK] didn't visit Alfredo,someone,Hugh,"Alfredo, Plymouth",0,"Hugh, Alfredo",Plymouth
"Adam has visited Justin, everyone has visited Acoma.",it's false that someone didn't visit Acoma,it's false that [MASK] didn't visit Acoma,someone,Adam,"Justin, Acoma",1,"Adam, Justin",Acoma
"someone didn't visit Miguel, everyone has visited North Adams.",it's false that someone didn't visit North Adams,it's false that [MASK] didn't visit North Adams,someone,,"Miguel, North Adams",1,Miguel,North Adams
"everyone has visited Ryan, Francis didn't visit San Rafael.",it's false that someone didn't visit Ryan,it's false that [MASK] didn't visit Ryan,someone,Francis,"Ryan, San Rafael",0,"Francis, Ryan",San Rafael
"Nichola didn't visit Lloyd, someone didn't visit Erie.",it's false that everyone has visited Lloyd,it's false that [MASK] has visited Lloyd,everyone,Nichola,"Lloyd, Erie",0,"Nichola, Lloyd",Erie
"Tyler didn't visit Marshall, someone didn't visit Chris.",it's false that everyone has visited Marshall,it's false that [MASK] has visited Marshall,everyone,Tyler,"Marshall, Chris",0,"Tyler, Marshall, Chris",
"Elmer has visited Herman, Lawrenc didn't visit Rutherford.",it's false that everyone has visited Rutherford,it's false that [MASK] has visited Rutherford,everyone,"Elmer, Lawrenc","Herman, Rutherford",1,"Elmer, Lawrenc, Herman",Rutherford
"Hector didn't visit Adrian, Craig has visited Williamsport.",someone didn't visit Adrian,[MASK] didn't visit Adrian,someone,"Hector, Craig","Adrian, Williamsport",0,"Hector, Craig, Adrian",Williamsport
"everyone has visited Cranston, everyone has visited Felix.",it's false that someone didn't visit Cranston,it's false that [MASK] didn't visit Cranston,someone,,"Cranston, Felix",0,Felix,Cranston
"Justin has visited Roger, everyone has visited Novato.",it's false that someone didn't visit Novato,it's false that [MASK] didn't visit Novato,someone,Justin,"Roger, Novato",1,"Justin, Roger",Novato
"everyone didn't visit Parsippany–Troy Hills, Ernest didn't visit Torrington.",it's false that everyone has visited Torrington,it's false that [MASK] has visited Torrington,everyone,Ernest,"Parsippany–Troy Hills, Torrington",1,Ernest,"Parsippany–Troy Hills, Torrington"
"Craig has visited Felix, Kirk didn't visit Chautauqua.",it's false that everyone has visited Chautauqua,it's false that [MASK] has visited Chautauqua,everyone,"Craig, Kirk","Felix, Chautauqua",1,"Craig, Kirk, Felix",Chautauqua
"Lawrenc didn't visit Matthew, someone didn't visit Zachary.",it's false that everyone has visited Matthew,it's false that [MASK] has visited Matthew,everyone,Lawrenc,"Matthew, Zachary",0,"Lawrenc, Zachary, Matthew",
"Dale has visited Homer, Nicholas didn't visit Ernest.",it's false that everyone has visited Ernest,it's false that [MASK] has visited Ernest,everyone,"Dale, Nicholas","Homer, Ernest",1,"Dale, Nicholas, Ernest",Homer
"everyone has visited Julian, everyone has visited Derrick.",it's false that someone didn't visit Derrick,it's false that [MASK] didn't visit Derrick,someone,,"Julian, Derrick",1,"Julian, Derrick",
"Eddie didn't visit Champaign, someone didn't visit James.",someone didn't visit Champaign,[MASK] didn't visit Champaign,someone,Eddie,"Champaign, James",0,"Eddie, James",Champaign
"someone didn't visit Joshua, Earl didn't visit Minot.",it's false that everyone has visited Minot,it's false that [MASK] has visited Minot,everyone,Earl,"Joshua, Minot",1,"Earl, Joshua",Minot
"everyone didn't visit North Chicago, Thomas didn't visit Dayton.",it's false that everyone has visited Dayton,it's false that [MASK] has visited Dayton,everyone,Thomas,"North Chicago, Dayton",1,Thomas,"Dayton, North Chicago"
"everyone didn't visit Boys Town, Leonard didn't visit Kyle.",it's false that everyone has visited Kyle,it's false that [MASK] has visited Kyle,everyone,Leonard,"Boys Town, Kyle",1,"Leonard, Kyle",Boys Town
"someone has visited Grinnell, Darryl didn't visit Arnold.",someone didn't visit Arnold,[MASK] didn't visit Arnold,someone,Darryl,"Grinnell, Arnold",1,"Darryl, Arnold",Grinnell
"Kirk has visited Thermopolis, Marshall didn't visit Greg.",it's false that everyone has visited Greg,it's false that [MASK] has visited Greg,everyone,"Kirk, Marshall","Thermopolis, Greg",1,"Kirk, Marshall, Greg",Thermopolis
"Victor has visited Ambridge, everyone has visited Brookline.",it's false that someone didn't visit Brookline,it's false that [MASK] didn't visit Brookline,someone,Victor,"Ambridge, Brookline",1,Victor,"Ambridge, Brookline"
"Chad didn't visit Zachary, everyone has visited Freddie.",it's false that someone didn't visit Freddie,it's false that [MASK] didn't visit Freddie,someone,Chad,"Zachary, Freddie",1,"Chad, Freddie, Zachary",
"Randall didn't visit Joe, Jacob has visited Wade.",someone didn't visit Joe,[MASK] didn't visit Joe,someone,"Randall, Jacob","Joe, Wade",0,"Randall, Jacob, Wade, Joe",
"Sean didn't visit McMinnville, someone didn't visit Ludington.",it's false that everyone has visited McMinnville,it's false that [MASK] has visited McMinnville,everyone,Sean,"McMinnville, Ludington",0,Sean,"Ludington, McMinnville"
"Bobby didn't visit Manuel, Christop didn't visit Matthew.",it's false that everyone has visited Matthew,it's false that [MASK] has visited Matthew,everyone,"Bobby, Christop","Manuel, Matthew",1,"Bobby, Christop, Manuel, Matthew",
"someone has visited Nathan, Wesley didn't visit Warren.",someone didn't visit Warren,[MASK] didn't visit Warren,someone,Wesley,"Nathan, Warren",1,"Wesley, Nathan",Warren
"everyone has visited East Point, Marshall didn't visit Micheal.",it's false that someone didn't visit East Point,it's false that [MASK] didn't visit East Point,someone,Marshall,"East Point, Micheal",0,"Marshall, Micheal",East Point
"someone didn't visit East Hartford, Allan didn't visit Paul.",it's false that everyone has visited Paul,it's false that [MASK] has visited Paul,everyone,Allan,"East Hartford, Paul",1,"Allan, Paul",East Hartford
"everyone has visited Lawrence, John didn't visit Nicholas.",it's false that everyone has visited Nicholas,it's false that [MASK] has visited Nicholas,everyone,John,"Lawrence, Nicholas",1,"John, Nicholas",Lawrence
"Robert didn't visit Compton, Zachary didn't visit Larry.",someone didn't visit Compton,[MASK] didn't visit Compton,someone,"Robert, Zachary","Compton, Larry",0,"Robert, Zachary, Larry",Compton
"everyone has visited Douglas, Claude has visited New Kensington.",it's false that someone didn't visit Douglas,it's false that [MASK] didn't visit Douglas,someone,Claude,"Douglas, New Kensington",0,Claude,"Douglas, New Kensington"
"Jerry didn't visit Anthony, Aaron didn't visit Javier.",it's false that everyone has visited Anthony,it's false that [MASK] has visited Anthony,everyone,"Jerry, Aaron","Anthony, Javier",0,"Jerry, Aaron, Anthony, Javier",
"Lewis has visited Fred, everyone has visited Winchester.",it's false that someone didn't visit Winchester,it's false that [MASK] didn't visit Winchester,someone,Lewis,"Fred, Winchester",1,"Lewis, Fred",Winchester
"Eddie has visited Gilbert, everyone has visited Wethersfield.",it's false that someone didn't visit Wethersfield,it's false that [MASK] didn't visit Wethersfield,someone,Eddie,"Gilbert, Wethersfield",1,"Eddie, Gilbert",Wethersfield
"someone didn't visit Hastings, Steve didn't visit Alex.",it's false that everyone has visited Alex,it's false that [MASK] has visited Alex,everyone,Steve,"Hastings, Alex",1,"Steve, Alex",Hastings
"Enrique has visited Ottumwa, Jeffery has visited Stonington.",someone has visited Stonington,[MASK] has visited Stonington,someone,"Enrique, Jeffery","Ottumwa, Stonington",1,"Enrique, Jeffery","Stonington, Ottumwa"
"Willard has visited Morristown, someone didn't visit Bill.",someone has visited Morristown,[MASK] has visited Morristown,someone,Willard,"Morristown, Bill",0,"Willard, Bill",Morristown
"Elmer has visited Oconto, everyone has visited Jeffrey.",it's false that someone didn't visit Jeffrey,it's false that [MASK] didn't visit Jeffrey,someone,Elmer,"Oconto, Jeffrey",1,"Elmer, Jeffrey",Oconto
"someone has visited Leo, Tony has visited Perry.",someone has visited Perry,[MASK] has visited Perry,someone,Tony,"Leo, Perry",1,"Tony, Perry, Leo",
"Fred didn't visit Christopher, everyon has visited Gregory.",it's false that someone didn't visit Gregory,it's false that [MASK] didn't visit Gregory,someone,"Fred, everyon","Christopher, Gregory",1,"Fred, everyon, Christopher, Gregory",
"everyone has visited Jesus, someone didn't visit Norton.",it's false that someone didn't visit Jesus,it's false that [MASK] didn't visit Jesus,someone,,"Jesus, Norton",0,Jesus,Norton
"Rene didn't visit Sherman, someone didn't visit Carmel.",someone didn't visit Sherman,[MASK] didn't visit Sherman,someone,Rene,"Sherman, Carmel",0,Rene,"Carmel, Sherman"
"everyone didn't visit Ronald, Javier didn't visit Morganton.",it's false that everyone has visited Morganton,it's false that [MASK] has visited Morganton,everyone,Javier,"Ronald, Morganton",1,"Javier, Ronald",Morganton
"someone has visited Tarrytown, Darrell didn't visit Terrence.",someone didn't visit Terrence,[MASK] didn't visit Terrence,someone,Darrell,"Tarrytown, Terrence",1,"Darrell, Terrence",Tarrytown
"Leroy didn't visit Orderville, someone didn't visit Hanalei.",it's false that everyone has visited Orderville,it's false that [MASK] has visited Orderville,everyone,Leroy,"Orderville, Hanalei",0,Leroy,"Hanalei, Orderville"
"someone didn't visit Long Branch, Darren didn't visit Adam.",someone didn't visit Adam,[MASK] didn't visit Adam,someone,Darren,"Long Branch, Adam",1,"Darren, Adam",Long Branch
"Dave didn't visit Fond du Lac, Christia didn't visit Francisco.",it's false that everyone has visited Francisco,it's false that [MASK] has visited Francisco,everyone,"Dave, Christia","Fond du Lac, Francisco",1,"Dave, Christia, Francisco",Fond du Lac
"everyone didn't visit Seminole, Brian didn't visit Aaron.",it's false that everyone has visited Aaron,it's false that [MASK] has visited Aaron,everyone,Brian,"Seminole, Aaron",1,"Brian, Aaron",Seminole
"Alfred has visited Charleston, everyone has visited Julian.",it's false that someone didn't visit Julian,it's false that [MASK] didn't visit Julian,someone,Alfred,"Charleston, Julian",1,"Alfred, Julian",Charleston
"someone has visited Seymour, Ronald has visited Lonnie.",someone has visited Lonnie,[MASK] has visited Lonnie,someone,Ronald,"Seymour, Lonnie",1,"Ronald, Lonnie",Seymour
"Jordan didn't visit Wisconsin, someone didn't visit Jerome.",it's false that everyone has visited Wisconsin,it's false that [MASK] has visited Wisconsin,everyone,Jordan,"Wisconsin, Jerome",0,"Jordan, Jerome",Wisconsin
"someone has visited Springfield, Sidney didn't visit Steve.",it's false that everyone has visited Steve,it's false that [MASK] has visited Steve,everyone,Sidney,"Springfield, Steve",1,"Sidney, Steve",Springfield
"everyone has visited Robert, Jack didn't visit Jersey City.",it's false that everyone has visited Jersey City,it's false that [MASK] has visited Jersey City,everyone,Jack,"Robert, Jersey City",1,"Jack, Robert",Jersey City
"everyone has visited Rotterdam, someone didn't visit Marquette.",it's false that someone didn't visit Rotterdam,it's false that [MASK] didn't visit Rotterdam,someone,,"Rotterdam, Marquette",0,,"Marquette, Rotterdam"
"Julio has visited Mount Pleasant, George didn't visit Borger.",it's false that everyone has visited Borger,it's false that [MASK] has visited Borger,everyone,"Julio, George","Mount Pleasant, Borger",1,"Julio, George","Borger, Mount Pleasant"
"Wallace has visited Lebanon, someone didn't visit Dwayne.",someone has visited Lebanon,[MASK] has visited Lebanon,someone,Wallace,"Lebanon, Dwayne",0,"Wallace, Dwayne",Lebanon
"everyone has visited Roy, everyone has visited Wethersfield.",it's false that someone didn't visit Roy,it's false that [MASK] didn't visit Roy,someone,,"Roy, Wethersfield",0,Roy,Wethersfield
"everyone has visited Dearborn, Gabriel didn't visit Micheal.",someone didn't visit Micheal,[MASK] didn't visit Micheal,someone,Gabriel,"Dearborn, Micheal",1,"Gabriel, Micheal",Dearborn
"Brad didn't visit Wheaton, everyone has visited Pascagoula.",it's false that everyone has visited Wheaton,it's false that [MASK] has visited Wheaton,everyone,Brad,"Wheaton, Pascagoula",0,Brad,"Pascagoula, Wheaton"
"Peter didn't visit Jessie, Clayton didn't visit Rockford.",it's false that everyone has visited Rockford,it's false that [MASK] has visited Rockford,everyone,"Peter, Clayton","Jessie, Rockford",1,"Peter, Clayton, Jessie",Rockford
"everyone has visited Dover, Luis has visited Concord.",it's false that someone didn't visit Dover,it's false that [MASK] didn't visit Dover,someone,Luis,"Dover, Concord",0,Luis,"Dover, Concord"
"everyone has visited Moore, Ruben didn't visit Eduardo.",it's false that someone didn't visit Moore,it's false that [MASK] didn't visit Moore,someone,Ruben,"Moore, Eduardo",0,"Ruben, Eduardo",Moore
"Charles didn't visit Tom, Clinton didn't visit Marietta.",someone didn't visit Tom,[MASK] didn't visit Tom,someone,"Charles, Clinton","Tom, Marietta",0,"Charles, Clinton, Tom",Marietta
"Herman didn't visit Elmer, Clifford has visited Henderson.",someone didn't visit Elmer,[MASK] didn't visit Elmer,someone,"Herman, Clifford","Elmer, Henderson",0,"Herman, Clifford, Elmer",Henderson
"everyone has visited Gary, everyone has visited Clinton.",it's false that someone didn't visit Clinton,it's false that [MASK] didn't visit Clinton,someone,,"Gary, Clinton",1,Gary,Clinton
"Jeffery didn't visit Morristown, someone has visited Franklin.",it's false that everyone has visited Morristown,it's false that [MASK] has visited Morristown,everyone,Jeffery,"Morristown, Franklin",0,"Jeffery, Franklin",Morristown
"everyone has visited Wenatchee, everyone has visited Leo.",it's false that someone didn't visit Wenatchee,it's false that [MASK] didn't visit Wenatchee,someone,,"Wenatchee, Leo",0,Leo,Wenatchee
"everyone has visited New Brunswick, Mathew didn't visit Harrodsburg.",it's false that someone didn't visit New Brunswick,it's false that [MASK] didn't visit New Brunswick,someone,Mathew,"New Brunswick, Harrodsburg",0,Mathew,"New Brunswick, Harrodsburg"
"Sean didn't visit Shane, someone has visited Jon.",it's false that everyone has visited Shane,it's false that [MASK] has visited Shane,everyone,Sean,"Shane, Jon",0,"Sean, Jon, Shane",
"Jon didn't visit Menominee, everyone didn't visit Troy.",it's false that everyone has visited Menominee,it's false that [MASK] has visited Menominee,everyone,Jon,"Menominee, Troy",0,"Jon, Troy",Menominee
"Cody didn't visit Union, Theodore has visited Red Cloud.",it's false that everyone has visited Union,it's false that [MASK] has visited Union,everyone,"Cody, Theodore","Union, Red Cloud",0,"Cody, Theodore","Union, Red Cloud"
"someone didn't visit Gerald, Stephen didn't visit Manassas.",it's false that everyone has visited Manassas,it's false that [MASK] has visited Manassas,everyone,Stephen,"Gerald, Manassas",1,"Stephen, Gerald",Manassas
"Alvin didn't visit Waukesha, someone has visited Ryan.",it's false that everyone has visited Waukesha,it's false that [MASK] has visited Waukesha,everyone,Alvin,"Waukesha, Ryan",0,"Alvin, Ryan",Waukesha
"Tommy has visited Justin, Casey has visited Rodney.",someone has visited Rodney,[MASK] has visited Rodney,someone,"Tommy, Casey","Justin, Rodney",1,"Tommy, Casey, Rodney, Justin",
"Karl didn't visit Halifax, Dean has visited Ian.",it's false that everyone has visited Halifax,it's false that [MASK] has visited Halifax,everyone,"Karl, Dean","Halifax, Ian",0,"Karl, Dean, Ian",Halifax
"Larry has visited Rick, everyone has visited Huron.",someone has visited Rick,[MASK] has visited Rick,someone,Larry,"Rick, Huron",0,"Larry, Rick",Huron
"Clyde has visited Seward, Alexander didn't visit Saint Augustine.",someone has visited Seward,[MASK] has visited Seward,someone,"Clyde, Alexander","Seward, Saint Augustine",0,"Clyde, Alexander","Seward, Saint Augustine"
"everyone has visited De Land, William has visited Hayward.",it's false that someone didn't visit De Land,it's false that [MASK] didn't visit De Land,someone,William,"De Land, Hayward",0,William,"Hayward, De Land"
"Duane has visited Fairfield, Philip has visited Ross.",someone has visited Ross,[MASK] has visited Ross,someone,"Duane, Philip","Fairfield, Ross",1,"Duane, Philip, Ross",Fairfield
"Jerome didn't visit Chandler, everyone didn't visit Tony.",it's false that everyone has visited Chandler,it's false that [MASK] has visited Chandler,everyone,Jerome,"Chandler, Tony",0,"Jerome, Tony",Chandler
"Clayton didn't visit Kurt, Christopher didn't visit Ryan.",it's false that everyone has visited Kurt,it's false that [MASK] has visited Kurt,everyone,"Clayton, Christopher","Kurt, Ryan",0,"Clayton, Christopher, Ryan, Kurt",
"Arnold didn't visit Miami Beach, Marvin didn't visit Eddie.",it's false that everyone has visited Miami Beach,it's false that [MASK] has visited Miami Beach,everyone,"Arnold, Marvin","Miami Beach, Eddie",0,"Arnold, Marvin, Eddie",Miami Beach
"everyone didn't visit Julian, Don didn't visit Silver Spring.",it's false that everyone has visited Silver Spring,it's false that [MASK] has visited Silver Spring,everyone,Don,"Julian, Silver Spring",1,"Don, Julian",Silver Spring
"Steven didn't visit Freddie, everyone has visited Chester.",someone didn't visit Freddie,[MASK] didn't visit Freddie,someone,Steven,"Freddie, Chester",0,"Steven, Freddie, Chester",
"Randy has visited Shane, Marcus didn't visit Muskogee.",it's false that everyone has visited Muskogee,it's false that [MASK] has visited Muskogee,everyone,"Randy, Marcus","Shane, Muskogee",1,"Randy, Marcus, Shane",Muskogee
"Dennis didn't visit Hobbs, Angel has visited Fitchburg.",someone didn't visit Hobbs,[MASK] didn't visit Hobbs,someone,"Dennis, Angel","Hobbs, Fitchburg",0,"Dennis, Angel","Hobbs, Fitchburg"
"Leonard didn't visit Fort Walton Beach, everyone has visited Rene.",it's false that someone didn't visit Rene,it's false that [MASK] didn't visit Rene,someone,Leonard,"Fort Walton Beach, Rene",1,"Leonard, Rene",Fort Walton Beach
"Thomas didn't visit Leo, someone didn't visit Stuttgart.",it's false that everyone has visited Leo,it's false that [MASK] has visited Leo,everyone,Thomas,"Leo, Stuttgart",0,"Thomas, Leo",Stuttgart
"Ben didn't visit Darrell, Richard has visited Bobby.",it's false that everyone has visited Darrell,it's false that [MASK] has visited Darrell,everyone,"Ben, Richard","Darrell, Bobby",0,"Ben, Richard, Darrell, Bobby",
"Alvin didn't visit Mundelein, everyone didn't visit Marshall.",someone didn't visit Mundelein,[MASK] didn't visit Mundelein,someone,Alvin,"Mundelein, Marshall",0,"Alvin, Marshall",Mundelein
"Jeff didn't visit White Sulphur Springs, everyone has visited Danny.",it's false that everyone has visited White Sulphur Springs,it's false that [MASK] has visited White Sulphur Springs,everyone,Jeff,"White Sulphur Springs, Danny",0,"Jeff, Danny",White Sulphur Springs
"Mitchell didn't visit New Haven, Jack didn't visit Theodore.",it's false that everyone has visited New Haven,it's false that [MASK] has visited New Haven,everyone,"Mitchell, Jack","New Haven, Theodore",0,"Mitchell, Jack, Theodore",New Haven
"Douglas didn't visit Enrique, Ronnie has visited Clinton.",someone has visited Clinton,[MASK] has visited Clinton,someone,"Douglas, Ronnie","Enrique, Clinton",1,"Douglas, Ronnie, Clinton, Enrique",
"everyone didn't visit San Marcos, Bernard didn't visit Seth.",it's false that everyone has visited Seth,it's false that [MASK] has visited Seth,everyone,Bernard,"San Marcos, Seth",1,"Bernard, Seth",San Marcos
"Bernard didn't visit Clifford, Danny didn't visit Jimmy.",it's false that everyone has visited Jimmy,it's false that [MASK] has visited Jimmy,everyone,"Bernard, Danny","Clifford, Jimmy",1,"Bernard, Danny, Jimmy, Clifford",
"someone didn't visit York, everyon has visited Westerly.",it's false that someone didn't visit Westerly,it's false that [MASK] didn't visit Westerly,someone,everyon,"York, Westerly",1,everyon,"Westerly, York"
"Ivan didn't visit Clarence, everyone has visited Kurt.",it's false that someone didn't visit Kurt,it's false that [MASK] didn't visit Kurt,someone,Ivan,"Clarence, Kurt",1,"Ivan, Clarence, Kurt",
"Alvin has visited Perth Amboy, Eddie didn't visit Robert.",it's false that everyone has visited Robert,it's false that [MASK] has visited Robert,everyone,"Alvin, Eddie","Perth Amboy, Robert",1,"Alvin, Eddie, Robert",Perth Amboy
"Reginal didn't visit Clyde, someone didn't visit John.",it's false that everyone has visited Clyde,it's false that [MASK] has visited Clyde,everyone,Reginal,"Clyde, John",0,"Reginal, Clyde, John",
"Harry didn't visit Cedar Falls, someone didn't visit Enrique.",it's false that everyone has visited Cedar Falls,it's false that [MASK] has visited Cedar Falls,everyone,Harry,"Cedar Falls, Enrique",0,"Harry, Enrique",Cedar Falls
"Alex didn't visit Rick, everyone has visited Glassboro.",it's false that everyone has visited Rick,it's false that [MASK] has visited Rick,everyone,Alex,"Rick, Glassboro",0,"Alex, Rick",Glassboro
"Leslie didn't visit Jeffrey, someone has visited Walla Walla.",it's false that everyone has visited Jeffrey,it's false that [MASK] has visited Jeffrey,everyone,Leslie,"Jeffrey, Walla Walla",0,"Leslie, Jeffrey",Walla Walla
"Shane has visited Silverton, Ivan didn't visit Gabriel.",someone has visited Silverton,[MASK] has visited Silverton,someone,"Shane, Ivan","Silverton, Gabriel",0,"Shane, Ivan, Gabriel",Silverton
